id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
35280,tt0069050,0.095011,0,0,The Other,Uta Hagen|Diana Muldaur|Chris Udvarnoky|Martin Udvarnoky|Norma Connolly,,Robert Mulligan,Niles and Holland are as close as twin brothers can be. Appearances can be deceiving... and deadly.,twin brothers,"Chilling and eerie, this supernatural tale of good versus evil coils around twin brothers living with their grandmother in a sleepy rural area during the summer of 1935. After his grandmother encourages Niles to develop what seem to be psychic gifts, Niles starts to suspect that his twin may be involved in recent fatal accidents.",108,Drama|Horror|Mystery,Twentieth Century Fox Film Corporation|Benchmark|Rem,5/23/72,10,5.3,1972,0,0
11604,tt0411118,0.198303,0,0,Anthony Zimmer,Sophie Marceau|Yvan Attal|Sami Frey|Gilles Lellouche|Samir Guesmi,,JÃ©rÃ´me Salle,,nice|seduction|train ride|criminal,"In Paris, the international police force and the Russian mafia are chasing Anthony Zimmer, an intelligent man responsible for laundry of dirty money in France. Zimmer had extensive plastic surgery, and his new face and voice are completely unknown. The only means to reach Zimmer is through his beloved mistress Chiara, who is under surveillance of the police and the mobsters. While traveling by train to the country nearby Nice, the common man FranÃ§ois Taillandier, who has the same body shape of Zimmer, is select by Chiara as if he were Zimmer and used as a bait to lure those that are pursuing her. When Taillandier is chased by the professional Russian killers, he runs the French police when the real situation begins to be disclosed to him. Written by Claudio Carvalho, Rio de Janeiro, Brazil",90,Drama|Thriller|Crime|Romance,,4/1/05,33,6.6,2005,0,0
5921,tt0060748,0.131378,0,0,Nevada Smith,Steve McQueen|Karl Malden|Brian Keith|Arthur Kennedy|Suzanne Pleshette,,Henry Hathaway,Some called him savage- and some called him saint... some felt his hate- and one found his love... and three had to die...,repayment|revenge|native american|wild west|half breed,"Nevada Smith is the young son of an Indian mother and white father. When his father is killed by three men over gold, Nevada sets out to find them and kill them. The boy is taken in by a gun merchant. The gun merchant shows him how to shoot and to shoot on time and correct.",128,Action|Western,Paramount Pictures|Solar Productions|Embassy Pictures,6/10/66,10,5.9,1966,0,0
17868,tt0488664,0.128733,0,0,U2: Vertigo 2005 - Live from Chicago,Bono|The Edge|Adam Clayton| Larry Mullen Jr.|Gavin Friday,http://u2.com,Hamish Hamilton|Erica Forstadt,,rock and roll|musical|tour|concert|u2,"The DVD features 23 electric performances, with songs drawn from across the bands entire career - from first album fan favorites such as ""Electric Co,"" through U2 classics such as ""Pride...,"" ""New Years Day"" and ""Where the Streets Have No Name"" and right up to date with ""Vertigo"" the smash hit that launched this years #1 studio album ""How To Dismantle An Atomic Bomb.""",139,Music,Line by Line Productions,11/14/05,10,7.6,2005,0,0
13676,tt0969647,0.030366,0,0,The Little Mermaid: Ariel's Beginning,Jodi Benson|Samuel E. Wright|Sally Field|Jim Cummings|Parker Goris,,Peggy Holmes,"Every Tale Has A Beginning, But Only One Begins Under The Sea",children|woman director,"Follow Ariel's adventures before she gave up her fins for true love. When Ariel wasn't singing with her sisters, she spent time with her mother, Queen Athena. Ariel is devastated when Athena is kidnapped by pirates, and after King Triton outlaws all singing. Along with pals Flounder and Sebastian, Ariel sets off in hopes of changing her father's decision to ban music from the kingdom.",77,Family|Animation,DisneyToon Studios,8/26/08,100,6.7,2008,0,0
39466,tt0109916,0.14071,10300000,0,ã‚´ã‚¸ãƒ©vsã‚¹ãƒšãƒ¼ã‚¹ã‚´ã‚¸ãƒ©,Megumi Odaka|Jun Hashizume|Zenkichi Yoneyama|Akira Emoto|Towako Yoshikawa,,Kensho Yamashita,The god of destruction descends,helicopter|japanese|godzilla|giant monster|robot,"When Mothra went into outer space to stop a meteor from reaching Earth, she accidentally took with cells from Godzilla and remaining cells from Biollante that inhabited our atmosphere. The combined cells went through a black hole and created a new creature, Space Godzilla. Space Godzilla heads to Earth to confront Godzilla, Junior Godzilla, and the new G-Force robot, MOGERA.",108,Action|Adventure|Horror|Science Fiction|Foreign,Toho Film (Eiga) Co. Ltd.,12/10/94,13,5.3,1994,15152449.084461,0
306943,tt2597760,0.079539,0,0,The Outskirts,Victoria Justice|Eden Sher|Ashley Rickards|Avan Jogia|Peyton List,,Peter Hutchings,Let the battle for high school begin.,school|teen,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",95,Comedy,BCDF Pictures,7/15/15,12,4,2015,0,0
19164,tt0116817,0.467664,0,0,The Land Before Time IV: Journey Through the Mists,John Ingle|Candace Hutson|Heather Hogan|Rob Paulsen|Jeff Bennett,,Roy Allen Smith,,dinosaur,"Littlefoot and the gang meet a shy newcomer, Ali, but the pleasantries stop there. There's a dire environmental theme to this third sequel in the series, in which the world's weather changes beyond the Great Valley, and what had been dry land is now a ""land of mists."" The shift brings new creatures who push out older inhabitants, and Littlefoot sees these radical changes for himself when he has to venture into the area to find a medicinal flower for his sick grandfather. While the animation is slow and contained the way direct-to-video cartoon releases often are, the story is sound and the now-familiar characters are memorable.",74,Family|Animation|Adventure,Universal Cartoon Studios,12/10/96,36,5.6,1996,0,0
2088,tt0107983,0.406511,10000000,0,Romeo Is Bleeding,Gary Oldman|Lena Olin|Annabella Sciorra|Juliette Lewis|Roy Scheider,,Peter Medak,The story of a cop who wanted it bad and got it worse.,police operation|sex addiction|police|mafia boss|suspense,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,100,Action|Crime|Drama|Thriller,Working Title Films|Polygram Filmed Entertainment|Hilary Henkin,9/13/93,18,5.6,1993,15094699.616987,0
231001,tt2900624,0.248392,0,0,All Hallows' Eve,Katie Maguire|Catherine A. Callahan|Marie Maser|Kayla Lian|Mike Giannelli,,Damien Leone,Come out and play.,babysitter|halloween|gore|blood|slasher,"While watching two children on Halloween night, a babysitter finds an old VHS tape in the kids' trick or treat bag. The tape features three tales of terror, all linked together by a murderous clown. As the night goes on strange things begin to occur in the house. It isn't long before the babysitter learns the horrifying truth... the maniacal clown is slowly working his way into her reality.",82,Horror,Ruthless Pictures,10/29/13,29,4.7,2013,0,0
13204,tt0817910,0.42626,0,0,Hellboy Animated: Blood and Iron,Ron Perlman|Selma Blair|John Hurt|Doug Jones|Peri Gilpin,,Victor Cook|Tad Stones,,vampire|manga|horror|sequel|adult animation,"When Hellboy, Liz Sherman, and Abe Sapien are assigned to investigate the ghost-infested mansion of a publicity-hound billionaire, they uncover a plot to resurrect a beautiful yet monstrous vampire from Professor Bruttenholmâ€™s past. But before they can stop her bloodbath, Hellboy will have to battle harpies, hellhounds, a giant werewolf, and even the ferocious goddess Hecate herself.",75,TV Movie|Fantasy|Animation|Horror|Action,IDT Entertainment,3/10/07,12,6.7,2007,0,0
169865,tt2646378,0.134168,0,0,The Frankenstein Theory,Kris Lemche|Joe Egender|Timothy V. Murphy|Eric Zuckerman,,Andrew Weiner,,frankenstein|horror|found footage,"From the makers of The Last Exorcism comes a boldly original vision of horror. What if the most chilling novel of all time was actually based on a true account of a horrific experiment gone awry? When he is suspended from his university job for his outlandish ideas, Professor John Venkenheim leads a documentary film crew to the rim of the Arctic Circle in a desperate effort to vindicate his academic reputation. His theory: Mary Shelley's ghastly story, ""Frankenstein,"" is, in fact, a work of non-fiction disguised as fantasy. In the vast, frozen wilderness, Venkenheim and his team search for the legendary monster, a creature mired in mystery and drenched in blood. What they find is an unspeakable truth more terrifying than any fiction...a nightmare from which there is no waking.",87,Horror|Science Fiction,,3/1/13,16,4.6,2013,0,0
62008,tt1885265,0.318408,0,0,Good Deeds,Tyler Perry|Phylicia RashÄd|Thandie Newton|Brian J. White|Gabrielle Union,http://www.gooddeedsmovie.com/index.html,Tyler Perry,Wesley Deeds is About to Discover the Person He Was Meant to Be.,african american|single mother|fiancÃ© fiancÃ©e relationship|corporation|rich man - poor woman,"Businessman Wesley Deeds is jolted out of his scripted life when he meets Lindsey, a single mother who works on the cleaning crew in his office building.",111,Comedy|Drama|Romance,,2/23/12,38,6.2,2012,0,0
24660,tt0366177,0.168156,0,0,A Detective Story,James Arnold Taylor|Carrie-Anne Moss|Matt McKenzie|Terrence 'T.C.' Carson,,Shinichiro Watanabe,,,"A private detective is hired to find the elusive computer hacker ""Trinity."" Part of the Animatrix collection of animated shorts in the Matrix universe.",10,Science Fiction|Animation,Studio 4Â°C,4/1/03,12,7.4,2003,0,0
22419,tt0462219,0.471096,6000000,0,Camille,Sienna Miller|James Franco|David Carradine|Scott Glenn|Ed Lauter,http://www.camillemovie.com/,Gregory Mackenzie,A romantic comedy about a marriage that truly is forever.,independent film,A twisted honeymoon adventure about a young couple on their way to Niagara Falls.,94,Comedy|Drama|Romance,A-Mark Entertainment,4/13/08,25,6,2008,6076719.802855,0
13925,tt0091455,0.306425,0,0,Luxo Jr.,,http://www.pixar.com/short_films/Theatrical-Shorts/Luxo-Jr.,John Lasseter,,pixar animated short|luxo lamps|beach ball|father and child,"A baby lamp finds a ball to play with and it's all fun and games until the ball bursts. Just when the elder Luxo thinks his kid will settle down for a bit, Luxo Jr. finds a ball ten times bigger.",2,Animation|Family,Pixar Animation Studios,8/17/86,81,7.3,1986,0,0
5896,tt0086987,0.204093,7000000,0,Bolero,Bo Derek|George Kennedy|Ana ObregÃ³n|Olivia d'Abo|Mirta Miller,,John Derek,An adventure in ecstasy.,sex|butler|nudity|sheik|independent film,Follows the tale of a young womanâ€™s sexual awakening and subsequent journey around the world in pursuit of her ideal lover. Encounters include an Arabian sheik and a Spanish bullfighter. Her friend and butler accompany her and help to arrange her couplings.,105,Drama|Romance,Golan-Globus,8/31/84,10,4.5,1984,14693294.274359,0
16236,tt0847182,0.354991,0,0,Mansfield Park,Billie Piper|Rory Kinnear|Hayley Atwell|Julia Joyce|Douglas Hodge,,Iain B. MacDonald,,jane austen|tv movie,"In Mansfield Park, poverty-stricken Fanny Price is sent away to live with her wealthy uncle and aunt at Mansfield Park. As she struggles to adapt to her new lifestyle she begins to attract the attentions of suitors, learning about the sexual politics of high society along the way.",120,Drama,ITV,3/18/07,11,4.5,2007,0,0
242310,tt2401807,0.662295,21000000,0,Tokarev,Nicolas Cage|Aubrey Peeples|Rachel Nichols|Peter Stormare|Danny Glover,,Paco Cabezas,The past never stays dead,russian mafia|revenge|kidnapping|haunted by the past,"When the Russian mob kidnaps the daughter of a reformed criminal, he rounds up his old crew and seeks his own brand of justice.",98,Action|Crime|Thriller,Hannibal Pictures|Marco Polo Production|Patriot Pictures|Vocal Yokels,5/9/14,204,5.2,2014,19342912.0662006,0
28153,tt0071675,0.247092,0,0,It's Alive,John P. Ryan|Sharon Farrell|James Dixon|William Wellman Jr.|Shamus Locke,,Larry Cohen,There's only one thing wrong with the Davis baby....,pregnant|devil,"Heavily pregnant Lenore Davis tells her husband, Frank, that she is in labor. They leave their eleven year-old son Chris with their friend Charley and they head to the Community Hospital. Lenore feels that something is wrong and delivers a monster that kills the team in the delivery room and escapes through a skylight. Lieutenant Perkins comes to the hospital to investigate the murder and the press divulges the identity of the parents. Frank discovers a dark secret about Lenore and the baby.",91,Horror,Warner Bros.|Larco Productions,10/15/74,13,5.4,1974,0,0
240483,tt2145829,0.486351,21000000,0,Robot Overlords,Gillian Anderson|Ben Kingsley|Callan McAuliffe|Geraldine James|Steven Mackintosh,,Jon Wright,Mankind May Fall. Heroes Will Rise.,invasion|robot,"Earth has been conquered by robots from another galaxy and the human survivors must stay in their homes, or risk incineration.",90,Adventure|Science Fiction|Action,British Film Institute (BFI)|Northern Ireland Screen|Pinewood Studios|British Film Company|Tempo Productions Limited,1/29/15,63,4.9,2015,19319991.4992037,0
277713,tt2262161,0.42179,0,0,Sunset Song,Peter Mullan|Agyness Deyn|Kevin Guthrie|Hugh Ross|Douglas Rankine,,Terence Davies,,,The daughter of a Scottish farmer comes of age in the early 1900s.,135,Drama,Iris productions|Hurricane Films|SellOutPictures,12/4/15,19,7.1,2015,0,0
19293,tt0064132,0.330802,0,0,Carry On Again Doctor,Sid James|Kenneth Williams|Charles Hawtrey|Jim Dale|Joan Sims,,Gerald Thomas,Their latest laughter operation!,1970s|british|comedy|carry on|hospital,"Dr Nookey is disgraced and sent to a remote island hospital. He is given a secret slimming potion by a member of staff, Gladstone Screwer, and he flies back to England to fame and fortune. But others want to cash in on his good fortunes, and some just want him brought down a peg or two.",85,Comedy,The Rank Organisation,12/5/69,10,6,1969,0,0
